STATE,DISTRICT,DISTRICT_NS,CIRCUIT,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NB_CHAP13,QTR_ENDED,DATE,FISCAL_YEAR
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,85728.0,68259.0,547.0,0,16922.0,2188.0,1508.0,495.0,0,185.0,83540.0,66751.0,52,16737.0,09/30/00,2000-09-30,2e3
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,13046.0,10223.0,54.0,1,2768.0,159.0,109.0,42.0,1,7.0,12887.0,10114.0,12,2761.0,09/30/00,2000-09-30,2e3
HAWAII,HAWAII,HI,NINTH CIRCUIT,4667.0,4148.0,23.0,0,495.0,58.0,43.0,12.0,0,2.0,4609.0,4105.0,11,493.0,09/30/00,2000-09-30,2e3
IDAHO,IDAHO,ID,NINTH CIRCUIT,7155.0,5692.0,41.0,30,1391.0,283.0,145.0,33.0,30,74.0,6872.0,5547.0,8,1317.0,09/30/00,2000-09-30,2e3
MONTANA,MONTANA,MT,NINTH CIRCUIT,3358.0,2936.0,20.0,11,391.0,155.0,94.0,20.0,11,30.0,3203.0,2842.0,0,361.0,09/30/00,2000-09-30,2e3
NEVADA,NEVADA,NV,NINTH CIRCUIT,14182.0,10348.0,130.0,2,3702.0,316.0,162.0,124.0,2,28.0,13866.0,10186.0,6,3674.0,09/30/00,2000-09-30,2e3
OREGON,OREGON,OR,NINTH CIRCUIT,18040.0,14956.0,32.0,6,3046.0,1935.0,1182.0,32.0,6,715.0,16105.0,13774.0,0,2331.0,09/30/00,2000-09-30,2e3
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,8239.0,6261.0,46.0,12,1920.0,361.0,268.0,43.0,12,38.0,7878.0,5993.0,3,1882.0,09/30/00,2000-09-30,2e3
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,23086.0,17911.0,154.0,4,5017.0,322.0,145.0,143.0,4,30.0,22764.0,17766.0,11,4987.0,09/30/00,2000-09-30,2e3
GUAM,GUAM,GUAM,NINTH CIRCUIT,167.0,137.0,4.0,0,26.0,32.0,26.0,3.0,0,3.0,135.0,111.0,1,23.0,09/30/00,2000-09-30,2e3
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,16.0,9.0,0.0,0,7.0,6.0,0.0,0.0,0,6.0,10.0,9.0,0,1.0,09/30/00,2000-09-30,2e3
COLORADO,COLORADO,CO,TENTH CIRCUIT,15458.0,12987.0,81.0,15,2375.0,365.0,238.0,81.0,15,31.0,15093.0,12749.0,0,2344.0,09/30/00,2000-09-30,2e3
KANSAS,KANSAS,KS,TENTH CIRCUIT,11509.0,9296.0,33.0,10,2170.0,152.0,89.0,32.0,10,21.0,11357.0,9207.0,1,2149.0,09/30/00,2000-09-30,2e3
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,7039.0,5957.0,32.0,6,1044.0,513.0,403.0,29.0,6,75.0,6526.0,5554.0,3,969.0,09/30/00,2000-09-30,2e3
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,5014.0,4409.0,29.0,3,573.0,405.0,326.0,27.0,3,49.0,4609.0,4083.0,2,524.0,09/30/00,2000-09-30,2e3
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,3619.0,3362.0,14.0,9,234.0,85.0,53.0,14.0,9,9.0,3534.0,3309.0,0,225.0,09/30/00,2000-09-30,2e3
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,10449.0,8591.0,25.0,15,1817.0,327.0,247.0,25.0,15,39.0,10122.0,8344.0,0,1778.0,09/30/00,2000-09-30,2e3
UTAH,UTAH,UT,TENTH CIRCUIT,14738.0,8865.0,47.0,2,5823.0,461.0,299.0,45.0,2,114.0,14277.0,8566.0,2,5709.0,09/30/00,2000-09-30,2e3
WYOMING,WYOMING,WY,TENTH CIRCUIT,2010.0,1871.0,16.0,2,121.0,48.0,32.0,7.0,2,7.0,1962.0,1839.0,9,114.0,09/30/00,2000-09-30,2e3
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,20186.0,7649.0,64.0,3,12470.0,263.0,134.0,51.0,3,75.0,19923.0,7515.0,13,12395.0,09/30/00,2000-09-30,2e3
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,6976.0,2987.0,25.0,5,3959.0,148.0,75.0,24.0,5,44.0,6828.0,2912.0,1,3915.0,09/30/00,2000-09-30,2e3
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,5183.0,2249.0,18.0,0,2915.0,34.0,16.0,17.0,0,0.0,5149.0,2233.0,1,2915.0,09/30/00,2000-09-30,2e3
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,5123.0,3977.0,39.0,1,1106.0,74.0,30.0,36.0,1,7.0,5049.0,3947.0,3,1099.0,09/30/00,2000-09-30,2e3
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,40717.0,28923.0,230.0,3,11561.0,804.0,473.0,214.0,3,114.0,39913.0,28450.0,16,11447.0,09/30/00,2000-09-30,2e3
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,27598.0,19595.0,236.0,1,7762.0,619.0,408.0,206.0,1,0.0,26979.0,19187.0,30,7762.0,09/30/00,2000-09-30,2e3
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,31824.0,12823.0,189.0,1,18809.0,661.0,312.0,176.0,1,170.0,31163.0,12511.0,13,18639.0,09/30/00,2000-09-30,2e3
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,14452.0,5947.0,27.0,16,8462.0,133.0,55.0,25.0,16,37.0,14319.0,5892.0,2,8425.0,09/30/00,2000-09-30,2e3
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,12298.0,2939.0,30.0,4,9325.0,179.0,75.0,27.0,4,73.0,12119.0,2864.0,3,9252.0,09/30/00,2000-09-30,2e3
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,2522.0,1720.0,27.0,0,775.0,35.0,9.0,23.0,0,3.0,2487.0,1711.0,4,772.0,09/30/01,2001-09-30,2001.0
MAINE,MAINE,ME,FIRST CIRCUIT,4400.0,4052.0,27.0,1,320.0,161.0,115.0,27.0,1,18.0,4239.0,3937.0,0,302.0,09/30/01,2001-09-30,2001.0
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,17455.0,14992.0,149.0,1,2312.0,387.0,231.0,147.0,1,7.0,17068.0,14761.0,2,2305.0,09/30/01,2001-09-30,2001.0
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,3869.0,3530.0,27.0,0,312.0,308.0,272.0,27.0,0,9.0,3561.0,3258.0,0,303.0,09/30/01,2001-09-30,2001.0
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,4790.0,4407.0,14.0,0,369.0,73.0,54.0,12.0,0,7.0,4717.0,4353.0,2,362.0,09/30/01,2001-09-30,2001.0
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,14435.0,4225.0,121.0,0,10089.0,286.0,152.0,102.0,0,32.0,14149.0,4073.0,19,10057.0,09/30/01,2001-09-30,2001.0
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,11523.0,9925.0,94.0,2,1502.0,172.0,87.0,82.0,2,1.0,11351.0,9838.0,12,1501.0,09/30/01,2001-09-30,2001.0
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,15363.0,12603.0,59.0,7,2693.0,434.0,280.0,57.0,7,89.0,14929.0,12323.0,2,2604.0,09/30/01,2001-09-30,2001.0
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,25299.0,19813.0,268.0,0,5218.0,388.0,127.0,256.0,0,5.0,24911.0,19686.0,12,5213.0,09/30/01,2001-09-30,2001.0
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,14380.0,11801.0,1013.0,0,1546.0,1194.0,195.0,972.0,0,7.0,13186.0,11606.0,41,1539.0,09/30/01,2001-09-30,2001.0
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,12495.0,9610.0,52.0,1,2832.0,423.0,292.0,49.0,1,81.0,12072.0,9318.0,3,2751.0,09/30/01,2001-09-30,2001.0
VERMONT,VERMONT,VT,SECOND CIRCUIT,1754.0,1566.0,1.0,1,186.0,88.0,62.0,1.0,1,24.0,1666.0,1504.0,0,162.0,09/30/01,2001-09-30,2001.0
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,3951.0,1889.0,1060.0,0,1002.0,1133.0,69.0,1059.0,0,5.0,2818.0,1820.0,1,997.0,09/30/01,2001-09-30,2001.0
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,41059.0,26537.0,385.0,2,14135.0,716.0,368.0,339.0,2,7.0,40343.0,26169.0,46,14128.0,09/30/01,2001-09-30,2001.0
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,23526.0,13787.0,151.0,2,9586.0,329.0,172.0,137.0,2,18.0,23197.0,13615.0,14,9568.0,09/30/01,2001-09-30,2001.0
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,11943.0,9458.0,73.0,1,2411.0,744.0,471.0,70.0,1,202.0,11199.0,8987.0,3,2209.0,09/30/01,2001-09-30,2001.0
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,15142.0,12864.0,142.0,1,2135.0,433.0,281.0,127.0,1,24.0,14709.0,12583.0,15,2111.0,09/30/01,2001-09-30,2001.0
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,69.0,48.0,6.0,0,15.0,13.0,8.0,5.0,0,0.0,56.0,40.0,1,15.0,09/30/01,2001-09-30,2001.0
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,34610.0,23868.0,174.0,0,10568.0,782.0,496.0,154.0,0,132.0,33828.0,23372.0,20,10436.0,09/30/01,2001-09-30,2001.0
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,13144.0,6397.0,52.0,7,6687.0,229.0,111.0,47.0,7,63.0,12915.0,6286.0,5,6624.0,09/30/01,2001-09-30,2001.0
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,10513.0,4025.0,47.0,0,6441.0,220.0,136.0,47.0,0,37.0,10293.0,3889.0,0,6404.0,09/30/01,2001-09-30,2001.0
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,8489.0,4166.0,44.0,2,4277.0,114.0,70.0,41.0,2,1.0,8375.0,4096.0,3,4276.0,09/30/01,2001-09-30,2001.0
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,13506.0,6294.0,80.0,2,7130.0,140.0,67.0,62.0,2,9.0,13366.0,6227.0,18,7121.0,09/30/01,2001-09-30,2001.0
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,28145.0,20156.0,167.0,0,7822.0,301.0,156.0,137.0,0,8.0,27844.0,2e4,30,7814.0,09/30/01,2001-09-30,2001.0
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,12286.0,10459.0,40.0,4,1781.0,601.0,485.0,37.0,4,73.0,11685.0,9974.0,3,1708.0,09/30/01,2001-09-30,2001.0
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,4042.0,3784.0,16.0,1,241.0,145.0,112.0,16.0,1,16.0,3897.0,3672.0,0,225.0,09/30/01,2001-09-30,2001.0
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,6100.0,5773.0,40.0,0,287.0,191.0,134.0,39.0,0,18.0,5909.0,5639.0,1,269.0,09/30/01,2001-09-30,2001.0
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,10003.0,6674.0,59.0,1,3269.0,134.0,79.0,52.0,1,2.0,9869.0,6595.0,7,3267.0,09/30/01,2001-09-30,2001.0
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,3222.0,2340.0,16.0,0,866.0,35.0,20.0,15.0,0,0.0,3187.0,2320.0,1,866.0,09/30/01,2001-09-30,2001.0
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,13222.0,6989.0,62.0,6,6165.0,524.0,302.0,60.0,6,156.0,12698.0,6687.0,2,6009.0,09/30/01,2001-09-30,2001.0
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,7613.0,4831.0,23.0,3,2756.0,93.0,61.0,21.0,3,8.0,7520.0,4770.0,2,2748.0,09/30/01,2001-09-30,2001.0
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,13862.0,8806.0,84.0,2,4970.0,191.0,98.0,78.0,2,13.0,13671.0,8708.0,6,4957.0,09/30/01,2001-09-30,2001.0
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,25140.0,13055.0,309.0,17,11759.0,1025.0,574.0,300.0,17,134.0,24115.0,12481.0,9,11625.0,09/30/01,2001-09-30,2001.0
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,10675.0,5824.0,69.0,2,4780.0,456.0,237.0,64.0,2,153.0,10219.0,5587.0,5,4627.0,09/30/01,2001-09-30,2001.0
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,19437.0,10875.0,322.0,2,8236.0,977.0,492.0,309.0,2,172.0,18460.0,10383.0,13,8064.0,09/30/01,2001-09-30,2001.0
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,17484.0,9751.0,137.0,3,7590.0,518.0,309.0,124.0,3,79.0,16966.0,9442.0,13,7511.0,09/30/01,2001-09-30,2001.0
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,11088.0,9630.0,94.0,0,1364.0,316.0,195.0,91.0,0,30.0,10772.0,9435.0,3,1334.0,09/30/01,2001-09-30,2001.0
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,14145.0,11509.0,53.0,1,2582.0,154.0,97.0,53.0,1,3.0,13991.0,11412.0,0,2579.0,09/30/01,2001-09-30,2001.0
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,30731.0,21993.0,165.0,0,8573.0,386.0,214.0,160.0,0,12.0,30345.0,21779.0,5,8561.0,09/30/01,2001-09-30,2001.0
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,13317.0,10107.0,59.0,3,3148.0,262.0,177.0,59.0,3,23.0,13055.0,9930.0,0,3125.0,09/30/01,2001-09-30,2001.0
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,35023.0,28807.0,158.0,0,6058.0,1244.0,903.0,155.0,0,186.0,33779.0,27904.0,3,5872.0,09/30/01,2001-09-30,2001.0
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,32734.0,25763.0,127.0,4,6839.0,549.0,334.0,120.0,4,90.0,32185.0,25429.0,7,6749.0,09/30/01,2001-09-30,2001.0
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,18477.0,11141.0,67.0,2,7267.0,354.0,217.0,61.0,2,74.0,18123.0,10924.0,6,7193.0,09/30/01,2001-09-30,2001.0
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,13761.0,8580.0,111.0,0,5070.0,202.0,104.0,82.0,0,16.0,13559.0,8476.0,29,5054.0,09/30/01,2001-09-30,2001.0
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,25250.0,7012.0,150.0,0,18088.0,239.0,79.0,126.0,0,34.0,25011.0,6933.0,24,18054.0,09/30/01,2001-09-30,2001.0
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,48435.0,33622.0,243.0,1,14569.0,725.0,469.0,231.0,1,24.0,47710.0,33153.0,12,14545.0,09/30/01,2001-09-30,2001.0
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,13742.0,11743.0,39.0,18,1942.0,176.0,107.0,38.0,18,13.0,13566.0,11636.0,1,1929.0,09/30/01,2001-09-30,2001.0
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,8573.0,6157.0,26.0,11,2379.0,586.0,407.0,24.0,11,144.0,7987.0,5750.0,2,2235.0,09/30/01,2001-09-30,2001.0
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,17521.0,14712.0,60.0,3,2746.0,174.0,98.0,53.0,3,20.0,17347.0,14614.0,7,2726.0,09/30/01,2001-09-30,2001.0
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,27621.0,21591.0,86.0,3,5941.0,346.0,244.0,78.0,3,21.0,27275.0,21347.0,8,5920.0,09/30/01,2001-09-30,2001.0
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,14059.0,11482.0,13.0,1,2563.0,231.0,193.0,13.0,1,24.0,13828.0,11289.0,0,2539.0,09/30/01,2001-09-30,2001.0
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,7111.0,6267.0,54.0,12,778.0,485.0,362.0,46.0,12,65.0,6626.0,5905.0,8,713.0,09/30/01,2001-09-30,2001.0
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,13024.0,6853.0,26.0,3,6142.0,181.0,74.0,23.0,3,81.0,12843.0,6779.0,3,6061.0,09/30/01,2001-09-30,2001.0
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,7452.0,5119.0,7.0,3,2323.0,113.0,75.0,7.0,3,28.0,7339.0,5044.0,0,2295.0,09/30/01,2001-09-30,2001.0
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,4230.0,4067.0,9.0,3,151.0,184.0,164.0,9.0,3,8.0,4046.0,3903.0,0,143.0,09/30/01,2001-09-30,2001.0
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,6317.0,5828.0,18.0,4,467.0,92.0,67.0,18.0,4,3.0,6225.0,5761.0,0,464.0,09/30/01,2001-09-30,2001.0
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,17812.0,14614.0,61.0,8,3129.0,1845.0,1485.0,61.0,8,291.0,15967.0,13129.0,0,2838.0,09/30/01,2001-09-30,2001.0
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,16364.0,10687.0,93.0,5,5579.0,255.0,141.0,86.0,5,23.0,16109.0,10546.0,7,5556.0,09/30/01,2001-09-30,2001.0
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,13220.0,10556.0,50.0,4,2609.0,181.0,96.0,45.0,4,35.0,13039.0,10460.0,5,2574.0,09/30/01,2001-09-30,2001.0
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,6888.0,5787.0,49.0,27,1025.0,145.0,59.0,48.0,27,11.0,6743.0,5728.0,1,1014.0,09/30/01,2001-09-30,2001.0
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,2236.0,2148.0,14.0,8,66.0,117.0,87.0,14.0,8,8.0,2119.0,2061.0,0,58.0,09/30/01,2001-09-30,2001.0
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,2565.0,2450.0,12.0,0,103.0,171.0,143.0,11.0,0,17.0,2394.0,2307.0,1,86.0,09/30/01,2001-09-30,2001.0
ALASKA,ALASKA,AK,NINTH CIRCUIT,1467.0,1302.0,17.0,0,148.0,112.0,77.0,17.0,0,18.0,1355.0,1225.0,0,130.0,09/30/01,2001-09-30,2001.0
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,24001.0,19277.0,302.0,3,4417.0,769.0,399.0,272.0,3,95.0,23232.0,18878.0,30,4322.0,09/30/01,2001-09-30,2001.0
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,19354.0,13636.0,264.0,2,5450.0,1127.0,584.0,252.0,2,288.0,18227.0,13052.0,12,5162.0,09/30/01,2001-09-30,2001.0
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,31758.0,27147.0,118.0,25,4467.0,1244.0,823.0,106.0,25,289.0,30514.0,26324.0,12,4178.0,09/30/01,2001-09-30,2001.0
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,86011.0,70971.0,488.0,3,14546.0,2386.0,1779.0,430.0,3,171.0,83625.0,69192.0,58,14375.0,09/30/01,2001-09-30,2001.0
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,13188.0,10461.0,58.0,1,2666.0,175.0,117.0,49.0,1,6.0,13013.0,10344.0,9,2660.0,09/30/01,2001-09-30,2001.0
HAWAII,HAWAII,HI,NINTH CIRCUIT,4975.0,4453.0,30.0,0,491.0,75.0,45.0,26.0,0,3.0,4900.0,4408.0,4,488.0,09/30/01,2001-09-30,2001.0
IDAHO,IDAHO,ID,NINTH CIRCUIT,8124.0,6836.0,76.0,9,1203.0,279.0,157.0,70.0,9,43.0,7845.0,6679.0,6,1160.0,09/30/01,2001-09-30,2001.0
MONTANA,MONTANA,MT,NINTH CIRCUIT,3823.0,3379.0,17.0,3,424.0,143.0,111.0,13.0,3,16.0,3680.0,3268.0,4,408.0,09/30/01,2001-09-30,2001.0
NEVADA,NEVADA,NV,NINTH CIRCUIT,17265.0,12808.0,234.0,1,4222.0,443.0,184.0,223.0,1,35.0,16822.0,12624.0,11,4187.0,09/30/01,2001-09-30,2001.0
OREGON,OREGON,OR,NINTH CIRCUIT,22008.0,18757.0,40.0,12,3199.0,1306.0,584.0,40.0,12,670.0,20702.0,18173.0,0,2529.0,09/30/01,2001-09-30,2001.0
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,9891.0,7440.0,49.0,27,2375.0,334.0,215.0,36.0,27,56.0,9557.0,7225.0,13,2319.0,09/30/01,2001-09-30,2001.0
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,25872.0,20806.0,152.0,1,4913.0,311.0,155.0,131.0,1,24.0,25561.0,20651.0,21,4889.0,09/30/01,2001-09-30,2001.0
GUAM,GUAM,GUAM,NINTH CIRCUIT,226.0,180.0,10.0,0,36.0,26.0,12.0,10.0,0,4.0,200.0,168.0,0,32.0,09/30/01,2001-09-30,2001.0
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,20.0,19.0,1.0,0,0.0,5.0,4.0,1.0,0,0.0,15.0,15.0,0,0.0,09/30/01,2001-09-30,2001.0
COLORADO,COLORADO,CO,TENTH CIRCUIT,18117.0,15664.0,93.0,3,2357.0,440.0,323.0,91.0,3,23.0,17677.0,15341.0,2,2334.0,09/30/01,2001-09-30,2001.0
KANSAS,KANSAS,KS,TENTH CIRCUIT,13329.0,11021.0,48.0,16,2244.0,212.0,126.0,44.0,16,26.0,13117.0,10895.0,4,2218.0,09/30/01,2001-09-30,2001.0
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,8426.0,7275.0,62.0,4,1085.0,586.0,438.0,59.0,4,85.0,7840.0,6837.0,3,1e3,09/30/01,2001-09-30,2001.0
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,5692.0,5164.0,23.0,3,502.0,508.0,435.0,22.0,3,48.0,5184.0,4729.0,1,454.0,09/30/01,2001-09-30,2001.0
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,4148.0,3873.0,12.0,6,257.0,99.0,73.0,12.0,6,8.0,4049.0,3800.0,0,249.0,09/30/01,2001-09-30,2001.0
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,12959.0,10752.0,40.0,25,2142.0,375.0,274.0,39.0,25,37.0,12584.0,10478.0,1,2105.0,09/30/01,2001-09-30,2001.0
UTAH,UTAH,UT,TENTH CIRCUIT,18522.0,11846.0,75.0,1,6600.0,463.0,290.0,73.0,1,99.0,18059.0,11556.0,2,6501.0,09/30/01,2001-09-30,2001.0
WYOMING,WYOMING,WY,TENTH CIRCUIT,2489.0,2337.0,9.0,0,143.0,49.0,34.0,8.0,0,7.0,2440.0,2303.0,1,136.0,09/30/01,2001-09-30,2001.0
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,22985.0,10009.0,101.0,3,12872.0,218.0,104.0,79.0,3,32.0,22767.0,9905.0,22,12840.0,09/30/01,2001-09-30,2001.0
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,8079.0,3729.0,20.0,0,4330.0,136.0,93.0,17.0,0,26.0,7943.0,3636.0,3,4304.0,09/30/01,2001-09-30,2001.0
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,6440.0,2877.0,30.0,1,3532.0,62.0,21.0,27.0,1,13.0,6378.0,2856.0,3,3519.0,09/30/01,2001-09-30,2001.0
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,5996.0,4762.0,47.0,3,1184.0,92.0,41.0,42.0,3,6.0,5904.0,4721.0,5,1178.0,09/30/01,2001-09-30,2001.0
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,47017.0,34075.0,280.0,4,12657.0,973.0,592.0,258.0,4,118.0,46044.0,33483.0,22,12539.0,09/30/01,2001-09-30,2001.0
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,30572.0,21545.0,320.0,0,8706.0,724.0,420.0,301.0,0,2.0,29848.0,21125.0,19,8704.0,09/30/01,2001-09-30,2001.0
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,36534.0,15838.0,174.0,1,20520.0,887.0,425.0,162.0,1,298.0,35647.0,15413.0,12,20222.0,09/30/01,2001-09-30,2001.0
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,16717.0,7084.0,35.0,24,9574.0,110.0,36.0,34.0,24,16.0,16607.0,7048.0,1,9558.0,09/30/01,2001-09-30,2001.0
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,14185.0,3695.0,40.0,3,10446.0,115.0,54.0,36.0,3,22.0,14070.0,3641.0,4,10424.0,09/30/01,2001-09-30,2001.0
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,2521.0,1770.0,34.0,0,717.0,58.0,26.0,29.0,0,3.0,2463.0,1744.0,5,714.0,09/30/02,2002-09-30,2002.0
MAINE,MAINE,ME,FIRST CIRCUIT,4467.0,4059.0,18.0,2,388.0,101.0,69.0,18.0,2,12.0,4366.0,3990.0,0,376.0,09/30/02,2002-09-30,2002.0
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,17069.0,14363.0,199.0,3,2503.0,433.0,232.0,195.0,3,2.0,16636.0,14131.0,4,2501.0,09/30/02,2002-09-30,2002.0
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,3903.0,3517.0,31.0,0,355.0,233.0,196.0,29.0,0,8.0,3670.0,3321.0,2,347.0,09/30/02,2002-09-30,2002.0
